Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Purple binder service type,canonical_Zip,canonical_Site name,canonical_Program Name,canonical_Agency,canonical_Source,canonical_Eearly Head Start Fund,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Website,canonical_Program Option,canonical_Fax,canonical_Head Start Fund,canonical_Ounce of Prevention Description,canonical_NAEYC Valid Until,canonical_Director,canonical_Phone,canonical_Address,canonical_ECE Available Programs,canonical_CC fund,canonical_Email Address,canonical_Column,canonical_Center Director,canonical_Funded Enrollment,canonical_Column2,canonical_Number per Site EHS,canonical_Neighborhood,canonical_Progmod,canonical_IDHS Provider ID,canonical_Number per Site HS,canonical_Executive Director,canonical_Id
862,,231,CPS_Early_Childhood_Portal_scrape.csv, LEARN Charter School,1132 S. Homan ,,8266330,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,,232,CPS_Early_Childhood_Portal_scrape.csv, Lots of Love Preschool Academy,1139 W. 79th St. ,,2091989,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.94953152868482804,233,CPS_Early_Childhood_Portal_scrape.csv, Ada S. McKinley Roseland,11410 S. Edbrooke ,,4681918,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60628,ada s. mckinley community services - mckinley - roseland,child care,,cps_early_childhood_portal_scrape.csv,anna luna,half day/full day,,no,roseland,,,,anna luna,,4681918,11410 s edbrooke,"george jones, jr.",yes,,,www.adasmckinley.org,ada s. mckinley community services,child care,,,no,,,7021ps(hs collaboration with childcare),1235
864,,234,CPS_Early_Childhood_Portal_scrape.csv, Imani Children's Academy,11443 S. Halsted ,,6609667,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0.964383,235,CPS_Early_Childhood_Portal_scrape.csv, City Colleges of Chicago Truman CDC,1145 W. Wilson ,,9074741,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60640,city colleges of chicago truman cdc,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,9074741,1145 w. wilson,cp,,,,,,,,uptown,,,,,235
865,,236,CPS_Early_Childhood_Portal_scrape.csv, Gingerbread House Daycare,11640 S. Wentworth ,,9284041,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,0.89235529899597166,237,CPS_Early_Childhood_Portal_scrape.csv, Chicago Urban Day School,1248 W. 69th Street ,,4833555,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60636,chicago urban day school,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,no,west englewood,(773) 483-0150,,,rene jordan,,4833555,1248 w 69th st,dan valliere,yes,,,www.chicagocommons.org,chicago commons association,child care,,west englewood,no,3398-4665-5433-003,,,1448
15,0.31598541140556335,238,CPS_Early_Childhood_Portal_scrape.csv, Stepping Stones Early Childhood Center,1300 E. 75th St. ,,4930000,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60619,easter seals society of metropolitan chicago - stepping stones early/childhood lear,community partnerships,,cps_early_childhood_portal_scrape.csv,dr. jones,"8-11 hours, varies by facility",,no,south shore,,,,dr. nelda jones,,4930000,1300 e 75th st,"george jones, jr.",yes,,,www.adasmckinley.org,ada s. mckinley community services,,,,no,,,,26
151,0.98195987939834595,239,CPS_Early_Childhood_Portal_scrape.csv, First Congregational Church Day Care,1305 N. Hamlin ,,3848118,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60651,first congregational church dc,community partnerships,,ece chicago find a school scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,3848118,1305 n. hamlin,cp,,,,,,,,humboldt park,,,,,2509
16,0.78730127903131342,240,CPS_Early_Childhood_Portal_scrape.csv, Marcy-Newberry - Fosco Park,1312 S. Racine ,,7466024,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60608,marcy newberry association - fosco abla center,head start,,cps_early_childhood_portal_scrape.csv,kimberly johnson,half day/full day,,no,near west side,,,,kimberly johnson,,7466024,1312 s racine,gertrude ricks,yes,,,www.marcy-newberry.org,marcy newberry association,early head start,,,yes,,,"4195it(child care it center), 7086ps (hs collaboration with",28
866,,241,CPS_Early_Childhood_Portal_scrape.csv," Kids Place II, Inc.",1318 West 95th St. ,,4456500,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,0.90384574731191003,242,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - Canillitas,1333-45 W. Argyle ,,8783231,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60640,st augustine college - canillatas,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,8783231,1333-45 w. argyle,cp,,,,,,child care,,uptown,,,,,2788
589,0.50659592946370435,243,CPS_Early_Childhood_Portal_scrape.csv, Casa Central - CSC Development Program,1343 N. California ,,6452300,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60622,casa central - csc child development center,community partnerships,,purple_binder_early_childhood.csv,,"8-11 hours, varies by facility",,,full day/full year,,,humboldt park community; serves children ages 3-5,,,6452300,1343 n. california ave,,,,,,,child care,--,,,,54,,3007
19,0.97588180005550385,244,CPS_Early_Childhood_Portal_scrape.csv, Abraham Lincoln Center - Hope,1354 W. 61st St. ,,4715100,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60636,abraham lincoln centre - hope presbyterian church,child care,,cps_early_childhood_portal_scrape.csv,,half day/full day,,,,,,,,,4715100,1354 w 61st st,,,,,,,child care,,,,,,,30
153,0.97849555810292566,245,CPS_Early_Childhood_Portal_scrape.csv, Northwestern University Settlement House,1400 W. Augusta Blvd. ,,2787471,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60622,northwestern university settlement,community partnerships,,cps_early_childhood_portal_scrape.csv,linda mclaren,"8-11 hours, varies by facility",,no,west town,(773) 278-7536,,587968,linda mclaren,,2787471,1400 w. augusta blvd.,jose alatorre,yes,04/30/14,,www.nush.org,northwestern university settlement house,,,west town,no,5701-4911-5433-005,,,245
867,,246,CPS_Early_Childhood_Portal_scrape.csv, Taylor - Day School Inc.,1414 W. 87th St ,,2392322,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,,247,CPS_Early_Childhood_Portal_scrape.csv, Little Kiddies Day Care,1447 W. Devon ,,4657702,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,,248,CPS_Early_Childhood_Portal_scrape.csv, Passages Charter School,1447 W. Montrose ,,5491052,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.91030668616294863,249,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities - Our Lady of Lourdes,1449 S. Keeler ,,5213126,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60623,catholic charities of the archdiocese of chicago - our lady of lourdes,child care,,cps_early_childhood_portal_scrape.csv,deborah o'brien,half day/full day,,yes,north lawndale,,,,deborah o'brien,,5213126,1449 s keeler,cp,yes,,,www.catholiccharities.net,catholic charities of the archdiocese of chicago,,,north lawndale,no,,,"2488it(child care it center), 7030ps(hs collaboration with c",32
155,0.95230280160903935,250,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services North Austin,1500 N. Mason ,,2371930,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60651,lutheran social services of illinois north austin head start,community partnerships,,cps_early_childhood_portal_scrape.csv,doris holden,"8-11 hours, varies by facility",,no,austin,,,,doris holden,,2371930,1500 n mason,john schnier,yes,,,www.lssi.org,lutheran social services of illinois,,,austin,no,,,"4115it(child care it center), 7015ps(hs collaboration with c",2226
182,0.8299095630645752,251,CPS_Early_Childhood_Portal_scrape.csv, Chicago Youth Centers Centro Nuestro (Taylor),1501 N. Harding ,,2785837,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60651,chicago youth centers - mt. moriah-taylor,community partnerships,,cps_early_childhood_portal_scrape.csv,elizabeth heilbronn,"8-11 hours, varies by facility",,no,humboldt park,,,,elizabeth heilbronn,,2785837,1501 n harding,harry wells,yes,,,www.chicagoyouthcenters.org,chicago youth centers,child care,,humboldt park,no,,,7065ps(hs collaboration with childcare & prek),35
797,0.93831531206766761,252,CPS_Early_Childhood_Portal_scrape.csv, Marcy-Newberry Marcy Center,1539 S. Springfield ,,7622300,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60623,marcy newberry association marcy center,community partnerships,,dfss_agencysitelies_2012.csv,barbara tucker,"8-11 hours, varies by facility",,yes,north lawndale,,,,barbara tucker,,7622300,1539 s. springfield,gertrude ricks,yes,,,www.marcy-newberry.org,marcy newberry association,,,north lawndale,no,,,"2751it(child care it center), 7135ps(hs collaboration with c",252
23,0.91886270046234131,253,CPS_Early_Childhood_Portal_scrape.csv, Mary Crane Morse,1545 W. Morse ,,2621390,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60626,mary crane league mary crane center (morse),community partnerships,,cps_early_childhood_portal_scrape.csv,guadalupe herrera,"8-11 hours, varies by facility",,no,rogers park,,,,traci medina,,2621390,1545 w morse,lavetter terry,yes,,,www.marycrane.org,mary crane league,child care,,,no,,,4270ps(hs collaboration with childcare & prek),38
870,,254,CPS_Early_Childhood_Portal_scrape.csv," Early Child Care Services,Inc.",160 N. LaSalle N. 201 ,,8144782,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.94217895799212981,255,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons-Taylor Center For New Experiences,1633 N. Hamlin ,,2278551,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,powellv@chicagocommons.org,60647,chicago commons association - taylor center for new experiences,head start,,cps_early_childhood_portal_scrape.csv,nilda vargas,extended day,,yes,humboldt park,,,283654,vanessa powell,,2278551,1633 n hamlin,dan valliere,yes,08/31/14,,www.chicagocommons.org,chicago commons association,child care,,humboldt park,no,,,"2629it(child care it center), 3401ps(hs collaboration with c",40
27,0.94815969467163086,256,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Paulo Freire,1653 W. 43rd Street ,,8266260,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60609,chicago commons association paulo freire,community partnerships,,dfss_agencysitelies_2012.csv,jenny seacat,"8-11 hours, varies by facility",,yes,new city,,,,nilda vargas,,8266260,1653 w. 43rd st,dan valliere,yes,,,www.chicagocommons.org,chicago commons association,,,new city,no,,,"2626it(child care it center), 3402ps(hs collaboration with c",256
871,,257,CPS_Early_Childhood_Portal_scrape.csv, Children?s Home & Aid Englewood,1701 W. 63rd St. ,,,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.98336287339528405,258,CPS_Early_Childhood_Portal_scrape.csv, Erie Neighborhood House,1701 W. Superior ,,5635800,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,lfalk@eriehouse.org,60622,erie neighborhood house - erie community center,child care,,cps_early_childhood_portal_scrape.csv,celena roldan,half day/full day,,no,west town,,,293383,celena roldan,,5635800,1701 w superior,celena roldan,yes,05/31/13,,www.eriehouse.org,erie neighborhood house,child care,,,no,,,"2640it(child care it center), 3256ps(hs collaboration with c",43
156,0.82796977460384369,259,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Ni?o New Loomis,1710-1718 S. Loomis ,,5630662,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60608,el hogar new loomis,community partnerships,,ece chicago find a school scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,5630662,1718 s. loomis,cp,,,,,,,,lower west side,,,,,2487
750,0.58065220713615417,260,CPS_Early_Childhood_Portal_scrape.csv, Kiddy Kare Preschools Little Tykes I,1711 W. 35th Street ,,2547710,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60609,el valor little tykes i,community partnerships,,dfss_agencysitelies_2012.csv,sara matta,"8-11 hours, varies by facility",,no,mckinley park,,,,sara matta,,2547710,1711 w. 35th street,vincent allocco,yes,,,www.elvalor.org,el valor,,,,no,,,,260
156,0.92268094420433044,261,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Ni?o Loomis Preschool,1718 S. Loomis ,,5630662,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60608,el hogar new loomis,community partnerships,,ece chicago find a school scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,5630662,1718 s. loomis,cp,,,,,,,,lower west side,,,,,2487
872,,262,CPS_Early_Childhood_Portal_scrape.csv, Kiddy Kare Preschools Little Tykes II,1723 W. 35th Street ,,5791791,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.94882675011952722,263,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services Rogers Park,1754 W. Devon ,,2623366,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60660,lutheran social services of illinois - rogers park / lssi,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,2623366,1754 w devon ave,cp,,,,,,,,rogers park,,,,,2630
873,,264,CPS_Early_Childhood_Portal_scrape.csv, Children?s Place Family Center,1800 N. Humboldt Blvd. ,,,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0.98656882842381799,265,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Day Nursery,1802 N. Fairfield ,,4864222,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,ldn1802@sbcglobal.net,60647,lutheran day nursery,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,602295,,,4864222,1802 n. fairfield,cp,,08/01/16,,http://www.lutherandaynursery.org,,child care,,logan square,,,,,265
37,0.9341673652331034,266,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Guadalupano,1814 S. Paulina ,,6663883,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60608,chicago commons association - guadalupano family center,state pre-kindergarten,,cps_early_childhood_portal_scrape.csv,migdalia young,half day/full day,,yes,lower west side,,,,esmeralda arroyo,,6663883,1814 s paulina,dan valliere,yes,,,www.chicagocommons.org,chicago commons association,child care,,lower west side,no,,,"2613it(child care it center), 3403ps(hs collaboration with c",53
158,0.987031,267,CPS_Early_Childhood_Portal_scrape.csv, Chicago International Charter Basil Campus,1816 W. Garfield Blvd. ,,8630652,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60609,chicago international charter basil campus,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,8630652,1816 w. garfield blvd.,cp,,,,,,,,new city,,,,,267
39,0.91096679369608557,268,CPS_Early_Childhood_Portal_scrape.csv, YMCA McCormick Tribune Preschool,1834 N. Lawndale ,,2352525,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,mfranco@ymcachicago.org,60647,ymca mccormick tribune,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,726298,,,2352525,1834 n. lawndale,cp,,11/01/16,,http://ymcachicago.org/mccormicktribune,,child care,,west town,,,,,268
275,0.96608710289001465,269,CPS_Early_Childhood_Portal_scrape.csv, Wee Care Nursery School & Kindergarten,1845 E. 79th St. ,,2214442,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,weecarekids@sbcglobal.net,60649,wee care nursery school & kindergarten,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,592567,,,2214442,1845 e. 79th st.,,,07/31/14,,,,,,,,,,,269
159,0.92495016256968177,270,CPS_Early_Childhood_Portal_scrape.csv, City Colleges Malcolm X CDC,1900 W. Van Buren ,,8507176,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60612,city colleges malcolm x,community partnerships,,dfss_agencysitelies_2012.csv,ereyne weekes,"8-11 hours, varies by facility",,no,near west side,,,,aisha ruther,,8507176,1900 w. van buren,phyllis daniels-ward,yes,,,www.ccc.edu,board trustees-city colleges of chicago,,,near west side,no,,,"7025ps (hs collaboration with childcare & prek), 4385ps(chil",1407
874,,271,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - St. Pius V,1919 S. Ashland ,,2261590,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0.961785,272,CPS_Early_Childhood_Portal_scrape.csv, UIC Children?s Center II - West,1919 W. Taylor (m/c 525) Rm. 128 ,,4135326,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60612,uic children?s center ii - west,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,4135326,1919 w. taylor (m/c 525) rm. 128,cp,,,,,,,,near west side,,,,,272
875,,273,CPS_Early_Childhood_Portal_scrape.csv, Terry Town Vireva Nursery School,1935 W. 51st St. ,,9258417,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.93413545404161724,274,CPS_Early_Childhood_Portal_scrape.csv, El Valor Corporation-Guadalupe Reyes Children and Family Center,1951 W. 19th St. ,,9972021,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60608,el valor - guadalupe reyes children & family center,child care,,cps_early_childhood_portal_scrape.csv,lydia marcos,extended day,,yes,lower west side,,,,rosa moreno,,9972021,1951 w 19th st,vincent allocco,yes,,,www.elvalor.org,el valor,child care,,,no,,,"4141ps(child care ps center), 7026ps(hs collaboration with c",2146
876,,275,CPS_Early_Childhood_Portal_scrape.csv, New Zion Child Care Academy,1960 W. 13th St. ,,7331263,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0.983611,276,CPS_Early_Childhood_Portal_scrape.csv, Loop Learning Center,2001 S. Michigan Ave. ,,2258828,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60616,loop learning center,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,722736,,,2258828,2001 s. michigan ave.,,,02/01/17,,,,,,,,,,,276
42,0.9817526787519455,277,CPS_Early_Childhood_Portal_scrape.csv, North Avenue Day Nursery,2001 W. Pierce ,,3424499,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,steven@nadnkids.org,60622,north avenue day nursery - north avenue day nursery,child care,,cps_early_childhood_portal_scrape.csv,steve koll,half day/full day,,yes,west town,,,274678,steve koll,,3424499,2001 w pierce,cp,yes,04/30/15,,www.nadnkids.org,north avenue day nursery,child care,,west town,no,,,"3270ps(hs collaboration with childcare & prek), 2742ps(child",60
877,,278,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center Roosevelt,2020 W. Roosevelt ,,2434881,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,0.98206725716590881,279,CPS_Early_Childhood_Portal_scrape.csv, Dorsey Developmental Institute I,2050 E. 93rd Street ,,3754300,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,60617,dorsey developmental institute,community partnerships,,cps_early_childhood_portal_scrape.csv,,"8-11 hours, varies by facility",,,,,,,,,3754300,2050 e 93rd street,cp,,,,,,child care,,calumet heights,,,,,2471
878,,280,CPS_Early_Childhood_Portal_scrape.csv," Loren Children's Learning Center, Inc.",2106 E. 79th St. ,,3569400,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,,281,CPS_Early_Childhood_Portal_scrape.csv, Archdiocese of Chicago - St. Paul/ Our Lady of Vilna,2114 W. 22nd Pl. ,,8476078,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
